0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1.960336038202595,-0.3401449712262413,-0.1570090010203764,-0.0442190802345414,0.02841881064764379,-0.005915473178238373,-0.11609279292752098,-0.006177192677774113,0.005528588351199848,0.007693312105405657,1.0,3.0,22.0,1.0,0.0,7.25,0.0,1.0,0.2711736617240512,0.125,0.0,0.014151057562208049
0.26168832689012167,0.9385265998087237,0.6844033812259117,1.2186450723579507,-0.14438358078689528,-0.17748603676373195,0.26248485184347287,-0.013850518655995975,-0.05327382131753172,-0.02579512131647242,2.0,1.0,38.0,1.0,0.0,71.2833,0.0011235955056179776,0.0,0.4722292033174164,0.125,0.0,0.13913573538264068
1.2452477764965604,1.4550358807018915,-0.13318971009329736,-0.46005533945271854,-0.21358707335748112,0.16008623403187494,-0.1702372622034235,-0.0012429862313919002,-0.006224670670901655,0.011542282903934088,3.0,3.0,26.0,0.0,0.0,7.925,0.002247191011235955,1.0,0.32143754712239253,0.0,0.0,0.015468569817999833
0.6872317023295695,1.080263701175688,-0.6026896381931494,0.88484210379609,-0.043145033048591575,-0.36428026336140207,0.313994151232102,0.0009160373380722245,-0.023181028656662606,-0.00441749294832787,4.0,1.0,35.0,1.0,0.0,53.1,0.0033707865168539327,0.0,0.4345312892686604,0.125,0.0,0.10364429745562033
1.960336038202595,-0.3401449712262413,-0.1570090010203764,-0.0442190802345414,0.02841881064764379,-0.005915473178238373,-0.11609279292752098,-0.006177192677774113,0.005528588351199848,0.007693312105405657,5.0,3.0,35.0,0.0,0.0,8.05,0.0044943820224719105,1.0,0.4345312892686604,0.0,0.0,0.015712553569072387
1.5023565114704767,-0.4885403671561838,0.7078539758047115,-0.44879159851196104,0.5149447262789515,-0.6510396314415632,0.33286195335058755,-0.00025486641624850037,0.01630786698317617,-0.016344345396749414,6.0,3.0,28.115548757069902,0.0,0.0,8.4583,0.0056179775280898875,1.0,,0.0,0.0,0.01650950209357577
1.4305264229778016,-0.5451506052802629,-0.41143707782648936,0.17893390263504125,-0.5743269074390399,-0.255648901073392,0.26004424277319427,-0.004965168630151562,-0.004715031205864924,-0.005496034059508714,7.0,1.0,54.0,0.0,0.0,51.8625,0.006741573033707865,0.0,0.6732847449107816,0.0,0.0,0.10122885832000206
1.5432870382703092,0.020386602234759663,-0.30195459026457744,-0.14291536978756056,0.41657497967678336,0.9205578771943683,0.6817144892833819,-0.11201249092717508,0.00256982455232814,0.012902903804302306,8.0,3.0,2.0,3.0,1.0,21.075,0.007865168539325843,1.0,0.01985423473234481,0.375,0.16666666666666666,0.04113566043083236
1.2175501052027975,1.2813309375633533,-0.34714414680949096,0.6550041247793555,0.5533261381162233,-0.11253017382699324,-0.06338955576477216,-0.001090365660299103,-0.009160069301882678,0.008206005723027085,9.0,3.0,27.0,0.0,2.0,11.1333,0.008988764044943821,1.0,0.33400351847197784,0.0,0.3333333333333333,0.021730754366528396
0.7922980155848177,1.1399372668325307,0.9324288869955012,0.9856459577212724,0.45328346329582914,0.07079635476516974,-0.11370858112231243,-0.013885532175515521,-0.033037281189476964,-0.007927197173607355,10.0,2.0,14.0,1.0,0.0,30.0708,0.010112359550561799,0.5,0.17064589092736868,0.125,0.0,0.058694292654020104
